,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CurrentRoleRatio,JobHopper,AvgTrainingPerYear,RecentlyPromoted,YearsInCompanyRatio,IncomePerLevel
142,143,37,0.0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11,0.5714281632655976,0,0.14285714285714285,0,0.9999992857147959,3236.9838150809246
145,146,38,0.0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7,0.24999979166684028,0,0.25,1,0.6666661111115741,4342.978285108575
146,147,32,0.0,Travel_Rarely,117,Sales,13,4,Life Sciences,1,2,Male,73,3,2,Sales Executive,4,Divorced,4403,9250,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3,0.24999968750039064,0,0.6,1,0.6249992187509766,2201.488992555037
148,149,28,0.0,Travel_Rarely,857,Research & Development,10,3,Other,1,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,0.6999993000007,0,0.5,1,0.7999992000008,1829.9908500457498
149,150,43,0.0,Travel_Frequently,957,Research & Development,28,3,Medical,1,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2,0.11111104938275035,0,0.6666666666666666,1,0.16666657407412552,4738.952610473895
151,152,30,0.0,Travel_Rarely,1465,Research & Development,1,3,Medical,1,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7,0.7499993750005208,0,0.18181818181818182,0,0.9166659027784144,3578.9642103578963
152,153,33,0.0,Non-Travel,722,Sales,17,3,Life Sciences,1,4,Male,38,3,4,Manager,3,Single,17444,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0,0.7999992000008,0,0.2,0,0.9999990000010001,4360.9890975272565
153,154,43,0.0,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765,23814,4,Y,No,21,4,3,80,1,4,2,4,1,0,0,0,0.0,0,2.0,1,0.24999937500156252,2382.4880875595622
154,155,42,0.0,Travel_Frequently,458,Research & Development,26,5,Medical,1,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0,0.0,0,6.0,1,0.0499999750000125,4396.985343382189
155,156,37,0.0,Travel_Rarely,921,Research & Development,10,3,Medical,1,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3,0.23529397923883574,1,0.6,1,0.29411747404854466,3451.9654803451963
159,160,24,0.0,Travel_Frequently,535,Sales,24,3,Medical,1,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,0.6666644444518518,0,1.5,1,0.6666644444518518,2399.9760002399976
160,161,37,0.0,Non-Travel,1063,Research & Development,25,5,Medical,1,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7,0.7333328444447704,0,0.15384615384615385,0,0.8666660888892741,2224.4888775556124
161,162,37,0.0,Travel_Rarely,558,Sales,2,3,Marketing,1,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,0.0,0,1.0,1,0.1764704844291268,4800.975995120024
162,163,40,0.0,Travel_Frequently,1395,Research & Development,26,3,Medical,1,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13,0.3499998250000875,0,0.1,1,0.9999995000002501,2802.485987570062
164,165,55,1.0,Travel_Rarely,436,Sales,2,1,Medical,1,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3,0.5833328472226273,0,0.3333333333333333,0,0.7499993750005208,2579.9871000644994
165,166,34,0.0,Travel_Rarely,507,Sales,15,2,Medical,1,3,Female,66,3,2,Sales Executive,1,Single,6125,23553,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6,0.7999992000008,0,0.6,0,0.9999990000010001,3062.484687576562
166,167,18,0.0,Travel_Rarely,812,Sales,10,3,Medical,1,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,Y,No,12,3,1,80,0,0,2,3,0,0,0,0,0.0,0,inf,1,0.0,1199.9880001199988
167,168,41,0.0,Travel_Rarely,334,Sales,2,4,Life Sciences,1,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,0.4545452479339782,0,0.09090909090909091,1,0.9999995454547521,4003.7399906500236
168,169,44,0.0,Travel_Frequently,383,Sales,1,5,Marketing,1,1,Female,79,3,2,Sales Executive,3,Married,4768,9282,7,Y,No,12,3,3,80,1,11,4,2,1,0,0,0,0.0,1,4.0,1,0.09090900826453795,2383.9880800595997
169,170,42,0.0,Travel_Rarely,691,Sales,8,4,Marketing,1,3,Male,48,3,2,Sales Executive,2,Married,6825,21173,0,Y,No,11,3,4,80,1,10,2,3,9,7,4,2,0.6999993000007,0,0.2222222222222222,0,0.8999991000009,3412.482937585312
170,171,51,0.0,Travel_Rarely,313,Research & Development,3,3,Medical,1,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,0.3333331746032502,0,0.8571428571428571,1,0.3333331746032502,3433.4914162714595
171,172,32,1.0,Travel_Rarely,515,Research & Development,1,3,Life Sciences,1,4,Male,62,2,1,Laboratory Technician,3,Single,3730,9571,0,Y,Yes,14,3,4,80,0,4,2,1,3,2,1,2,0.49999875000312505,0,0.6666666666666666,1,0.7499981250046875,3729.962700372996
173,174,31,0.0,Travel_Rarely,688,Sales,7,3,Life Sciences,1,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1,0.3999996000004,1,0.6,1,0.49999950000050003,3852.3204922650257
174,175,31,0.0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3,0.7499981250046875,0,0.25,1,0.9999975000062501,2073.98963005185
175,176,30,1.0,Travel_Frequently,109,Research & Development,5,3,Medical,1,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2,0.49999875000312505,0,1.0,1,0.7499981250046875,2421.9757802421973
176,177,36,0.0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,0.33333277777870374,0,1.5,1,0.33333277777870374,2542.9745702542973
177,178,28,0.0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,0.49999875000312505,0,1.25,1,0.9999975000062501,2206.9779302206975
178,179,30,0.0,Travel_Rarely,1176,Research & Development,20,3,Other,1,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,0.2857138775516035,0,0.16666666666666666,1,0.8571416326548106,4978.475107624462
179,180,35,0.0,Travel_Rarely,890,Sales,2,3,Marketing,1,4,Female,97,3,1,Sales Representative,4,Married,2014,9687,1,Y,No,13,3,1,80,0,2,3,3,2,2,2,2,0.9999950000249999,0,1.5,1,0.9999950000249999,2013.9798602013977
180,181,59,0.0,Travel_Rarely,1429,Research & Development,18,4,Medical,1,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4,0.2799998880000448,1,0.6666666666666666,0,0.3599998560000576,3503.988320038933
181,182,39,0.0,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,3,Male,71,3,3,Healthcare Representative,3,Married,10920,3449,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5,0.30769207100609924,0,0.3333333333333333,1,0.46153810650914884,3639.9878667071107
183,184,29,0.0,Travel_Frequently,442,Sales,2,2,Life Sciences,1,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,9,0.6999993000007,0,0.3,1,0.9999990000010001,2276.9886150569246
184,185,34,1.0,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2,0.1818180165290759,1,0.6666666666666666,1,0.2727270247936138,3316.6556111479626
185,186,36,0.0,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7,0.0,0,0.25,0,0.7999992000008,2242.488787556062
186,187,30,0.0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2,0.24999968750039064,1,1.0,1,0.37499953125058594,3203.9679603203967
188,189,27,0.0,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,3,Male,42,2,3,Research Director,4,Divorced,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8,0.8888879012356653,0,0.3333333333333333,1,0.9999988888901234,4269.319102269659
189,190,43,0.0,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0,0.0,1,1.0,1,0.0999999000001,3328.3222389258704
190,191,38,0.0,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9,0.8333326388894676,0,0.2727272727272727,1,0.9166659027784144,3836.653877820407
193,194,31,0.0,Travel_Frequently,793,Sales,20,3,Life Sciences,1,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,0.6666644444518518,0,2.0,1,0.6666644444518518,2790.972090279097
194,195,30,0.0,Travel_Rarely,501,Sales,27,5,Marketing,1,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7,0.6999993000007,1,0.25,0,0.7999992000008,2651.9867400662997
195,196,44,0.0,Travel_Rarely,1448,Sales,28,3,Medical,1,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11,0.4782606616257993,0,0.16666666666666666,0,0.5217389035917811,3329.9916750208126
196,197,23,0.0,Travel_Rarely,650,Research & Development,9,1,Medical,1,2,Male,37,3,1,Laboratory Technician,1,Married,2500,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2,0.5999988000024,0,0.5,1,0.7999984000032001,2499.9750002499973
198,199,21,1.0,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0,0.0,0,6.0,1,0.9999900000999989,1415.9858401415986
202,203,31,0.0,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,4,Male,48,3,1,Research Scientist,4,Married,2356,14871,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2,0.4999993750007813,0,0.3333333333333333,1,0.7499990625011719,2355.9764402355977
203,204,46,1.0,Travel_Rarely,377,Sales,9,3,Marketing,1,1,Male,52,3,3,Sales Executive,4,Divorced,10096,15986,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3,0.2499999107143176,0,0.14285714285714285,0,0.2499999107143176,3365.3221155929477
204,205,53,0.0,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2,0.10526310249310396,0,2.0,1,0.10526310249310396,1224.9938750306248
205,206,49,0.0,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,3,Female,36,3,1,Research Scientist,1,Married,3580,10554,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2,0.2857138775516035,0,0.5,1,0.571427755103207,3579.964200357996
206,207,46,0.0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7,0.6842101662051757,1,0.125,1,0.8421048199448317,2307.488462557687
207,208,31,0.0,Travel_Rarely,140,Research & Development,12,1,Medical,1,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,0.2857138775516035,1,0.0,1,0.571427755103207,3928.9607103928956
209,210,58,0.0,Travel_Rarely,1055,Research & Development,1,3,Medical,1,4,Female,76,3,5,Research Director,1,Married,19701,22456,3,Y,Yes,21,4,3,80,1,32,3,3,9,8,1,5,0.2499999218750244,0,0.3333333333333333,1,0.2812499121094024,3940.192119615761
210,211,34,0.0,Non-Travel,1065,Sales,23,4,Marketing,1,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,Y,No,20,4,3,80,0,10,2,3,9,5,8,7,0.49999950000050003,0,0.2222222222222222,0,0.8999991000009,2283.9885800570996
212,213,35,0.0,Travel_Frequently,664,Research & Development,1,3,Medical,1,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2,0.39999920000160005,0,0.6666666666666666,1,0.5999988000024,2193.978060219398
213,214,32,0.0,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,1,Male,80,4,1,Research Scientist,2,Divorced,3298,15053,0,Y,Yes,12,3,4,80,2,7,5,2,6,2,0,5,0.2857138775516035,0,0.8333333333333334,1,0.8571416326548106,3297.9670203297965
214,215,35,0.0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,0.6666655555574075,0,0.4,0,0.8333319444467593,4229.957700422996
215,216,19,0.0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,0.0,0,2.0,1,0.9999900000999989,2993.9700602993967
216,217,28,0.0,Travel_Rarely,866,Sales,5,3,Medical,1,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,0.6666655555574075,0,0.8,1,0.8333319444467593,4231.478842605787
217,218,32,1.0,Travel_Rarely,1045,Sales,4,4,Medical,1,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8,0.5714281632655976,0,0.14285714285714285,0,0.9999992857147959,3466.6551111496296
218,219,43,0.0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,0.16666652777789354,0,0.4,1,0.4166663194447338,2780.9860950695247
220,221,37,0.0,Travel_Rarely,367,Research & Development,25,2,Medical,1,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,0.22222197530891633,1,0.3333333333333333,1,0.666665925926749,2865.485672571637
222,223,38,0.0,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0,0.0,1,3.0,1,0.0714285204081997,3276.483617581912
223,224,30,0.0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,0.7499993750005208,0,0.18181818181818182,0,0.9166659027784144,3173.484132579337
224,225,53,0.0,Travel_Rarely,1436,Sales,6,2,Marketing,1,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5,0.5384611242606736,0,0.42857142857142855,0,0.5384611242606736,1152.9942350288247
225,226,42,0.0,Travel_Rarely,635,Sales,1,1,Life Sciences,1,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6,0.7999996000002,0,0.15,0,0.9999995000002501,2453.487732561337
226,227,30,0.0,Travel_Frequently,160,Research & Development,3,3,Medical,1,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,0.0,0,2.0,1,0.9999900000999989,2082.979170208298
228,229,25,1.0,Travel_Rarely,867,Sales,19,2,Marketing,1,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0,0.0,0,2.0,1,0.9999900000999989,2412.9758702412973
229,230,53,0.0,Travel_Rarely,447,Research & Development,2,3,Medical,1,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,0.22857136326532476,0,0.2222222222222222,0,0.25714278367349036,4149.489626275935
232,233,29,0.0,Travel_Rarely,1090,Sales,10,3,Marketing,1,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2,0.9999950000249999,0,1.0,1,0.9999950000249999,2296.9770302296974
233,234,42,1.0,Travel_Frequently,481,Sales,12,3,Life Sciences,1,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,0.40909072314058037,0,0.09523809523809523,0,0.9545450206613543,3439.491401271497
234,235,34,0.0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3,0.33333277777870374,0,0.6,1,0.8333319444467593,2552.974470255297
235,236,28,0.0,Travel_Rarely,1169,Human Resources,8,2,Medical,1,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,0.16666638888935187,0,1.2,1,0.8333319444467593,4935.950640493595
236,237,43,0.0,Travel_Rarely,1034,Sales,16,3,Marketing,1,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9,0.5909088223141716,1,0.17647058823529413,1,0.772726921487763,4015.9899600251
238,239,37,0.0,Travel_Rarely,228,Sales,6,4,Medical,1,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1,0.571427755103207,0,1.0,1,0.7142846938790088,3250.9837450812743
239,240,44,0.0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2,0.1999998000002,0,0.5,1,0.1999998000002,2992.485037574812
240,241,34,0.0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,Y,No,20,4,3,80,3,5,2,3,5,4,0,0,0.7999984000032001,0,0.4,1,0.9999980000040001,2028.9797102028979
243,244,28,0.0,Travel_Rarely,304,Sales,9,4,Life Sciences,1,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,0.7142846938790088,0,0.14285714285714285,1,0.9999985714306123,2626.486867565662
244,245,40,0.0,Travel_Rarely,300,Sales,26,3,Marketing,1,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,0.8749989062513672,0,0.42857142857142855,0,0.8749989062513672,4197.979010104949
245,246,34,0.0,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2,0.33333277777870374,1,0.3333333333333333,1,0.4999991666680556,3249.9837500812496
246,247,44,0.0,Travel_Rarely,625,Research & Development,4,3,Medical,1,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,0.1999998000002,1,0.4,1,0.49999950000050003,2966.485167574162
247,248,25,0.0,Travel_Rarely,180,Research & Development,2,1,Medical,1,1,Male,65,4,1,Research Scientist,1,Single,3424,21632,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1,0.4999991666680556,1,0.75,1,0.6666655555574075,3423.965760342396
248,249,34,1.0,Travel_Rarely,699,Research & Development,6,1,Medical,1,2,Male,83,3,1,Research Scientist,1,Single,2960,17102,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,3,0.24999968750039064,0,0.5,1,0.4999993750007813,2959.970400295997
249,250,60,0.0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,1,Female,41,3,5,Manager,1,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,0.242424168962373,1,0.1724137931034483,0,0.8787876124886022,3913.1921736156532
250,251,32,0.0,Travel_Rarely,601,Sales,7,5,Marketing,1,4,Male,97,3,2,Sales Executive,4,Married,9204,23343,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3,0.4285708163274053,0,0.75,1,0.571427755103207,4601.976990115049
252,253,36,0.0,Travel_Rarely,188,Research & Development,7,4,Other,1,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1,0.24999968750039064,0,1.0,1,0.7499990625011719,4677.953220467795
254,255,32,0.0,Non-Travel,1109,Research & Development,29,4,Medical,1,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,0.6999993000007,1,0.25,0,0.7999992000008,4024.9597504024955
255,256,42,0.0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,3,Female,31,3,4,Manager,1,Married,16799,16616,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9,0.3333331746032502,0,0.25,1,0.9523804988664292,4199.739500651249
257,258,40,1.0,Travel_Rarely,575,Sales,22,2,Marketing,1,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0,0.4999993750007813,0,1.0,1,0.7499990625011719,3189.9840500797495
259,260,25,1.0,Travel_Rarely,240,Sales,5,3,Marketing,1,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3,0.6666655555574075,0,0.16666666666666666,1,0.9999983333361112,2871.9856400717995
261,262,24,0.0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2,0.4999991666680556,0,0.4,1,0.8333319444467593,2773.9722602773973
262,263,35,0.0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7,0.5999994000006,0,0.2,1,0.9999990000010001,2006.9899650501748
263,264,48,0.0,Travel_Rarely,817,Sales,2,1,Marketing,1,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2,0.16666652777789354,0,1.5,1,0.16666652777789354,4059.9797001014995
264,265,50,0.0,Travel_Rarely,1126,Research & Development,1,2,Medical,1,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3,0.1249999609375122,1,0.2,1,0.15624995117189025,4349.739125652186
265,266,54,0.0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9,0.24999993055557482,0,0.2,1,0.27777770061730533,4444.73888815278
266,267,30,0.0,Travel_Rarely,202,Sales,2,1,Technical Degree,1,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0,0.0,0,3.0,1,0.9999900000999989,2475.9752402475974
267,268,31,1.0,Travel_Rarely,542,Sales,20,3,Life Sciences,1,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2,0.49999875000312505,0,1.0,1,0.49999875000312505,2279.488602556987
268,269,39,1.0,Travel_Rarely,1162,Sales,3,2,Medical,1,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0,0.0,0,3.0,1,0.08333326388894677,2618.9869050654747
269,270,51,1.0,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3,0.11111104938275035,0,0.5,1,0.2222220987655007,3549.988166706111
270,271,44,0.0,Non-Travel,981,Research & Development,5,3,Life Sciences,1,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,0.2857138775516035,0,1.0,1,0.7142846938790088,3161.9683803161965
271,272,50,0.0,Travel_Rarely,989,Research & Development,7,2,Medical,1,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Y,Yes,12,3,4,80,1,29,2,2,27,3,13,8,0.10344824019026201,1,0.07407407407407407,0,0.9310341617123581,3747.9925040149924
273,274,32,0.0,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9,0.3999996000004,0,0.3,1,0.9999990000010001,3109.9844500777494
274,275,44,0.0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,3,Male,92,4,5,Manager,1,Divorced,19190,17477,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13,0.3461537130178027,0,0.16,0,0.9615380917161186,3837.992324015352
